reaction_id,R_lipid,P_lipid,firstLev,secondLev
R-MMU-8848484,PC,FA,COPI-independent Golgi-to-ER retrograde traffic (Mus musculus),Golgi-to-ER retrograde transport (Mus musculus)
R-MMU-1482816,PC,1-acyl LPC,Acyl chain remodelling of PC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482816,PC,FA(13_22:xx),Acyl chain remodelling of PC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482887,PE,1-acyl LPE,Acyl chain remodelling of PE (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482887,PE,FA(13_22:xx),Acyl chain remodelling of PE (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-8869425,PS,2-acyl LPS,Acyl chain remodelling of PS (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-8869425,PS,FA(13_22:xx),Acyl chain remodelling of PS (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1675928,PI-(4)P,"PI-(3,4)P2",Synthesis of PIPs at the Golgi membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1676206,PI-(4)P,"PI-(3,4)P2",Synthesis of PIPs at the early endosome membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1250370,"PI-(4,5)P2","PI-(3,4,5)P3",PI3K events in ERBB4 signaling (Mus musculus),Signaling by ERBB4 (Mus musculus)
R-MMU-1306957,"PI-(4,5)P2","PI-(3,4,5)P3",PI3K events in ERBB2 signaling (Mus musculus),Signaling by ERBB2 (Mus musculus)
R-MMU-1433514,"PI-(4,5)P2","PI-(3,4,5)P3",Signaling by SCF-KIT (Mus musculus),Signaling by Receptor Tyrosine Kinases (Mus musculus)
R-MMU-202365,"PI-(4,5)P2","PI-(3,4,5)P3",Downstream TCR signaling (Mus musculus),TCR signaling (Mus musculus)
R-MMU-2029271,"PI-(4,5)P2","PI-(3,4,5)P3",Role of phospholipids in phagocytosis (Mus musculus),Fcgamma receptor (FCGR) dependent phagocytosis (Mus musculus)
R-MMU-2424480,"PI-(4,5)P2","PI-(3,4,5)P3",DAP12 signaling (Mus musculus),DAP12 interactions (Mus musculus)
R-MMU-389158,"PI-(4,5)P2","PI-(3,4,5)P3",CD28 dependent PI3K/Akt signaling (Mus musculus),CD28 co-stimulation (Mus musculus)
R-MMU-5218819,"PI-(4,5)P2","PI-(3,4,5)P3",VEGFA-VEGFR2 Pathway (Mus musculus),Signaling by VEGF (Mus musculus)
R-MMU-5654701,"PI-(4,5)P2","PI-(3,4,5)P3",PI-3K cascade:FGFR2 (Mus musculus),Downstream signaling of activated FGFR2 (Mus musculus)
R-MMU-5654717,"PI-(4,5)P2","PI-(3,4,5)P3",PI-3K cascade:FGFR4 (Mus musculus),Downstream signaling of activated FGFR4 (Mus musculus)
R-MMU-1675813,PI,PI-(4)P,Synthesis of PIPs at the ER membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1676185,PI,PI-(4)P,Synthesis of PIPs at the Golgi membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1675883,PI,PI-(4)P,Synthesis of PIPs at the Golgi membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1675776,PI-(5)P,"PI-(4,5)P2",Synthesis of PIPs at the plasma membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-6811522,PI-(5)P,"PI-(4,5)P2",PI5P Regulates TP53 Acetylation (Mus musculus),Regulation of TP53 Activity through Acetylation (Mus musculus)
R-MMU-1482679,PA,1-acyl LPA,Synthesis of PA (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482679,PA,FA(13_22:xx),Synthesis of PA (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482776,PS,1-acyl LPS,Acyl chain remodelling of PS (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482776,PS,FA(13_22:xx),Acyl chain remodelling of PS (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482868,PI,1-acyl LPI,Acyl chain remodelling of PI (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482868,PI,FA(13_22:xx),Acyl chain remodelling of PI (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482907,PG,1-acyl LPG,Acyl chain remodelling of PG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482907,PG,FA(13_22:xx),Acyl chain remodelling of PG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-111883,PC,FA(20:4),Arachidonic acid metabolism (Mus musculus),Fatty acid metabolism (Mus musculus)
R-MMU-111883,PC,LPC,Arachidonic acid metabolism (Mus musculus),Fatty acid metabolism (Mus musculus)
R-MMU-202407,"PI-(4,5)P2","inositol-(1,4,5)P3",Generation of second messenger molecules (Mus musculus),TCR signaling (Mus musculus)
R-MMU-202407,"PI-(4,5)P2",DAG,Generation of second messenger molecules (Mus musculus),TCR signaling (Mus musculus)
R-MMU-114689,"PI-(4,5)P2","inositol-(1,4,5)P3",GPVI-mediated activation cascade (Mus musculus),"Platelet activation, signaling and aggregation (Mus musculus)"
R-MMU-114689,"PI-(4,5)P2",DAG,GPVI-mediated activation cascade (Mus musculus),"Platelet activation, signaling and aggregation (Mus musculus)"
R-MMU-1483182,PC,PA,Synthesis of PA (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1483182,PC,choline,Synthesis of PA (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-6809720,PI-(3)P,PI,Synthesis of PIPs at the early endosome membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1482546,2-acyl LPG,PG,Acyl chain remodelling of PG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482546,acyl-CoA,CoA,Acyl chain remodelling of PG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482689,2-acyl LPG,PG,Acyl chain remodelling of PG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482689,acyl-CoA,CoA,Acyl chain remodelling of PG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1483063,DAG-CDP,CL,Synthesis of CL (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1483063,PG,CL,Synthesis of CL (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1675780,PI,PI-(4)P,Synthesis of PIPs at the plasma membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1675974,PI,PI-(4)P,Synthesis of PIPs at the early endosome membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1482548,1-acyl LPA,PA,Synthesis of PA (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482548,acyl-CoA,CoA,Synthesis of PA (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-428214,SPH(d18:0),SPH(d18:0)-(1)P,Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-428273,SPH(d18:1),SPH(d18:1)-(1)P,Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1482973,CDP-choline,PC,Synthesis of PC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482973,DAG,PC,Synthesis of PC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482654,2-MAG,DAG,Acyl chain remodeling of DAG and TAG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482654,2-MAG,Glycerol,Acyl chain remodeling of DAG and TAG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482777,TAG,DAG,Acyl chain remodeling of DAG and TAG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482777,TAG,FA(13_22:xx),Acyl chain remodeling of DAG and TAG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482811,DAG,2-MAG,Acyl chain remodeling of DAG and TAG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482811,DAG,FA(13_22:xx),Acyl chain remodeling of DAG and TAG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1676149,"PI-(3,4)P2",PI-(4)P,Synthesis of PIPs at the plasma membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-199456,"PI-(3,4,5)P3","PI-(4,5)P2",Downstream TCR signaling (Mus musculus),TCR signaling (Mus musculus)
R-MMU-6786650,PA,1-acyl LPA,Synthesis of PA (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-6786650,PA,FA(13_22:xx),Synthesis of PA (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1483089,PE,ethanolamine(ETA),Synthesis of PS (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1483089,PE,PS,Synthesis of PS (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-389891,FA(19:0)-CoA,FA(19:1)-CoA,Beta-oxidation of pristanoyl-CoA (Mus musculus),Peroxisomal lipid metabolism (Mus musculus)
R-MMU-1675810,PI,PI-(5)P,Synthesis of PIPs at the plasma membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1676134,PI-(3)P,"PI-(3,5)P2",Synthesis of PIPs at the plasma membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-3772436,PI-(4)P,"PI-(4,5)P2",WNT mediated activation of DVL (Mus musculus),TCF dependent signaling in response to WNT (Mus musculus)
R-MMU-1482889,DAG,TAG,Acyl chain remodeling of DAG and TAG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482889,acyl-CoA,CoA,Acyl chain remodeling of DAG and TAG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-549192,DAG,TAG,Triglyceride biosynthesis (Mus musculus),Triglyceride metabolism (Mus musculus)
R-MMU-549192,FA-CoA,TAG,Triglyceride biosynthesis (Mus musculus),Triglyceride metabolism (Mus musculus)
R-MMU-428259,Cer(d18:0/xx:xx),Cer,Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1482827,PC,2-acyl LPC,Acyl chain remodelling of PC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482827,PC,FA(13_22:xx),Acyl chain remodelling of PC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482892,PE,2-acyl LPE,Acyl chain remodelling of PE (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482892,PE,FA(13_22:xx),Acyl chain remodelling of PE (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-428690,SPH(d18:1)-(1)P,SPH(d18:1),Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-428690,SPH(d18:1)-(1)P,orthophosphate,Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-428696,SPH(d18:1)-(1)P,SPH(d18:1),Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-428696,SPH(d18:1)-(1)P,orthophosphate,Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-75900,DAG,TAG,Triglyceride biosynthesis (Mus musculus),Triglyceride metabolism (Mus musculus)
R-MMU-75900,FA-CoA,TAG,Triglyceride biosynthesis (Mus musculus),Triglyceride metabolism (Mus musculus)
R-MMU-1483165,PA,CDP-DAG,Synthesis of PG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1483165,CTP,CDP-DAG,Synthesis of PG (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1675994,PI-(3)P,PI,Synthesis of PIPs at the plasma membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-1676203,"PI-(3,5)P2",PI-(5)P,Synthesis of PIPs at the plasma membrane (Mus musculus),PI Metabolism (Mus musculus)
R-MMU-191983,ChE,ChE-(25)OH,Synthesis of bile acids and bile salts (Mus musculus),Bile acid and bile salt metabolism (Mus musculus)
R-MMU-6810410,"PI-(4,5)P2",PI-(5)P,PI5P Regulates TP53 Acetylation (Mus musculus),Regulation of TP53 Activity through Acetylation (Mus musculus)
R-MMU-8980228,TAG,DAG,HDL remodeling (Mus musculus),Plasma lipoprotein remodeling (Mus musculus)
R-MMU-8980228,TAG,FA(13_22:xx),HDL remodeling (Mus musculus),Plasma lipoprotein remodeling (Mus musculus)
R-MMU-1483186,PC,PS,Synthesis of PS (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1483186,PC,choline,Synthesis of PS (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1606273,SM(d18:1/xx:xx),Cer,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1606273,SM(d18:1/xx:xx),Choline phosphate,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1606288,SM(d18:1/xx:xx),Cer,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1606288,SM(d18:1/xx:xx),Choline phosphate,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-429798,Cer,SM(d18:1/xx:xx),Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1605797,SM(d18:1/xx:xx),Cer,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1605797,SM(d18:1/xx:xx),Choline phosphate,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1638845,Cer,ceramide 1-phosphate,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1855223,"PI(1,3,4,5,6)5",5-PP-IP4,Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855178,Glc6P,PI3,"Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-MMU-162830,Dolichyl phosphate D-mannose,dolichyl phosphate,Synthesis of glycosylphosphatidylinositol (GPI) (Mus musculus),Post-translational modification: synthesis of GPI-anchored proteins (Mus musculus)
R-MMU-162830,glucosaminyl-acyl-PI,mannose (a1-4) glucosaminyl-acyl-PI,Synthesis of glycosylphosphatidylinositol (GPI) (Mus musculus),Post-translational modification: synthesis of GPI-anchored proteins (Mus musculus)
R-MMU-1855206,"PI(1,3,4,5)4","PI(1,3,4,5,6)5",Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1861788,Glucosylceramide,Cer,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1855157,1-PP-PI5,"1,5-(PP)2-PI4 ",Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855171," PI(1,3,4,6)4","PI(1,3,4)3",Synthesis of IP3 and IP4 in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855158,5-PP-PI5,5-PPP-PI5,Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855165,(PP)2-PI4,5-PP-PI5,Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-192425,MAG,glycerol,Digestion of dietary lipid (Mus musculus),Digestion (Mus musculus)
R-MMU-192425,MAG,FA(13_22:xx),Digestion of dietary lipid (Mus musculus),Digestion (Mus musculus)
R-MMU-1482759,2-monolysocardiolipin,"2,2'-dilysocardiolipin",Acyl chain remodeling of CL (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482759,2-monolysocardiolipin,FA(13_22:xx),Acyl chain remodeling of CL (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-9026408,FA(22:5),13(R)-hydroxy-docosapentaenoic acid,Biosynthesis of DPAn-3 SPMs (Mus musculus),Biosynthesis of DPA-derived SPMs (Mus musculus)
R-MMU-1855232,"PI(1,3,4)3 ","PI(3,4)2","Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-MMU-1855194,1-PP-PI5,"1,5-(PP)2-PI4",Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855174,"PI(1,4,5)3","PI(1,4)2 ","Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-MMU-1855224,5-PP-PI5 ,5-PPP-PI5,Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-NUL-1675925,PI3P,"PI(3,5)P2",NA,NA
R-MMU-428676,Sphingosine-1-phosphate,trans-hexadec-2-enal,Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-428676,Sphingosine-2-phosphate,phosphoethanolamine,Sphingolipid de novo biosynthesis (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-162730,PI,N-acetylglucosaminyl-PI,Synthesis of glycosylphosphatidylinositol (GPI) (Mus musculus),Post-translational modification: synthesis of GPI-anchored proteins (Mus musculus)
R-MMU-162730,UDP-GlcNAc ,UDP,Synthesis of glycosylphosphatidylinositol (GPI) (Mus musculus),Post-translational modification: synthesis of GPI-anchored proteins (Mus musculus)
R-MMU-1855208,"PI(1,4)2",PI4,"Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-MMU-1855227,PI6  ,5-PP-PI5,Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855210,PI3,Inositol,"Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-MMU-1855172,"PI(1,3,4)3 ","PI(1,3,4,5)4",Synthesis of IP3 and IP4 in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1482571,1-acyl LPE,Glycerophosphoethanolamine,Hydrolysis of LPE (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482571,1-acyl LPE,FA(13_22:xx),Hydrolysis of LPE (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-71031,propionyl-CoA,D-methylmalonyl-CoA,Propionyl-CoA catabolism (Mus musculus),Mitochondrial Fatty Acid Beta-Oxidation (Mus musculus)
R-MMU-1855225,PI6,"PI(1,2,4,5,6)5",Synthesis of IPs in the ER lumen (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-3446785,PGP,PG ,NA,NA
R-MMU-1855159,"PI(1,3,4,6)4 ","PI(3,4,6)3 ",Synthesis of IP3 and IP4 in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855205,"PI(1,3,4,5)4","PI(1,4,5)3",Synthesis of IP3 and IP4 in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855230,5-PP-IP4,"1,5-(PP)2-IP3 ",Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855153,"I(1,4,5)P3","I(1,3,4,5)P4",Synthesis of IP3 and IP4 in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855219,"PI(1,3,4,5,6)5","PI(3,4,5,6)4 ",Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855213,"PI(1,3,4,5)4 ","PI(1,3,4)3 ",Synthesis of IP3 and IP4 in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855179,"PI(1,3,4,5,6)5 ",PI6 ,Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-6785933,Cer,GalCer,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-6785933,UDP-Gal,UDP ,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1638104,Cer,Glucosylceramide,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1638104,UDP-Glc ,UDP ,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-5617143,UDP-glucuronic acid,UDP,O-linked glycosylation (Mus musculus),Post-translational protein modification (Mus musculus)
R-MMU-1855169,"PI(3,4,6)3","PI(1,3,4,6)4",Synthesis of IP3 and IP4 in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855162,"PI(3,4,5,6)4 ","PI(1,3,4,5,6)5 ",Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-9032476,"PI(4,5)P2 ",DAGs ,NA,NA
R-MMU-9032476,"PI(4,5)P2 ","PI(1,4,5)3 ",NA,NA
R-MMU-1855181,"PI(1,3,4,5,6)5",5-PP-IP4 ,Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855166,PP-IP4 ,"I(1,3,4,5,6)P5 ",Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855185,"I(1,4,5,6)P4 ","I(1,3,4,5,6)P5 ",Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855176,"I(1,3,4,5,6)P5 ",IP6 ,Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855193,1-PP-IP4 ,"1,5-(PP)2-IP3 ",Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-8847904,1-O-acyl-sn-glycero-3-phosphocholine,choline alfoscerate,NA,NA
R-MMU-8847904,1-O-acyl-sn-glycero-3-phosphocholine,FA(13_22:xx),NA,NA
R-MMU-994140,"PI(1,3,4)3 ","PI(1,3,4,5)4",Factors involved in megakaryocyte development and platelet production (Mus musculus),NA
R-MMU-1855207,IP6 ,5-PP-IP5,Synthesis of IPs in the nucleus (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855198,5-PP-IP5,IP6,Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1483172,Glycerol,choline,NA,NA
R-MMU-1483172,PC,PG,NA,NA
R-MMU-1482696,2-lysophosphatidylcholine,choline alfoscerate,Hydrolysis of LPC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482696,2-lysophosphatidylcholine,FA(13_22:xx),Hydrolysis of LPC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1855200,"I(1,3,4,5)P4","I(1,4,5)P3",Synthesis of IPs in the ER lumen (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1855180,"PI(1,3,4)3 ","PI(1,3)2","Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-MMU-1855154,PI1,Inositol,"Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-NUL-1675982,PI3P,"PI(3,5)P2 ",NA,NA
R-MMU-1855211,PI4,Inositol,"Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-MMU-75886,FA-CoA ,CoA-SH,Triglyceride biosynthesis (Mus musculus),Triglyceride metabolism (Mus musculus)
R-MMU-1855222,"PI(1,4,5)3","PI(1,4)2 ","Synthesis of IP2, IP, and Ins in the cytosol (Mus musculus)",Inositol phosphate metabolism (Mus musculus)
R-MMU-1855163,"I(1,3,4,5,6)P5 ","I(1,4,5,6)P4 ",Synthesis of IPs in the ER lumen (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-1606583,Cer,SPH(d18:0),Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1482629,2-acyl LPC ,glycerophosphocholine,Hydrolysis of LPC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1482629,2-acyl LPC ,FA(13_22:xx),Hydrolysis of LPC (Mus musculus),Glycerophospholipid biosynthesis (Mus musculus)
R-MMU-1606564,GalCer,Cer,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1606564,GalCer,Glc,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-162683,FACoA ,CoA-SH,Synthesis of glycosylphosphatidylinositol (GPI) (Mus musculus),Post-translational modification: synthesis of GPI-anchored proteins (Mus musculus)
R-MMU-162683,glucosaminyl-PI , glucosaminyl-acyl-PI,Synthesis of glycosylphosphatidylinositol (GPI) (Mus musculus),Post-translational modification: synthesis of GPI-anchored proteins (Mus musculus)
R-MMU-994137,"PI(3,4,5,6)4","PI(1,3,4,5,6)5",Factors involved in megakaryocyte development and platelet production (Mus musculus),NA
R-MMU-1605591,Glucosylceramide,Cer,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-1605591,Glucosylceramide,Glc,Glycosphingolipid metabolism (Mus musculus),Sphingolipid metabolism (Mus musculus)
R-MMU-2023973,(PP)2-IP4,1/3-PP-IP5 ,Synthesis of pyrophosphates in the cytosol (Mus musculus),Inositol phosphate metabolism (Mus musculus)
R-MMU-266046,leukotriene C4,GLU,Synthesis of Leukotrienes (LT) and Eoxins (EX) (Mus musculus),Arachidonic acid metabolism (Mus musculus)
R-MMU-77323,(S)-3-hydroxyhexanoyl-CoA,3-Oxohexanoyl-CoA ,Beta oxidation of hexanoyl-CoA to butanoyl-CoA (Mus musculus),mitochondrial fatty acid beta-oxidation of saturated fatty acids (Mus musculus)
R-MMU-75886,Glycerol-3-phosphate,1-acyl-glycerol 3-phosphate,Triglyceride biosynthesis (Mus musculus),Triglyceride metabolism (Mus musculus)
R-MMU-70859,isobutyryl-CoA,methacrylyl-CoA,Branched-chain amino acid catabolism (Mus musculus),Metabolism of amino acids and derivatives (Mus musculus)
R-MMU-77321,3-Oxohexanoyl-CoA ,Ac-CoA,Beta oxidation of hexanoyl-CoA to butanoyl-CoA (Mus musculus),mitochondrial fatty acid beta-oxidation of saturated fatty acids (Mus musculus)
R-MMU-77304,CoA-SH,Ac-CoA,Beta oxidation of palmitoyl-CoA to myristoyl-CoA (Mus musculus),mitochondrial fatty acid beta-oxidation of saturated fatty acids (Mus musculus)
R-MMU-159567,salicylic acid,2-hydroxybenzoyl-CoA,Conjugation of salicylate with glycine (Mus musculus),Conjugation of carboxylic acids (Mus musculus)
R-MMU-389609,Pristanal,pristanate ,Alpha-oxidation of phytanate (Mus musculus),Peroxisomal lipid metabolism (Mus musculus)
R-MMU-8862137,beta-estradiol,estrone,Estrogen biosynthesis (Mus musculus),Metabolism of steroid hormones (Mus musculus)
R-MMU-70745,3-methylbutanoyl-CoA,beta-methylcrotonyl-CoA,Branched-chain amino acid catabolism (Mus musculus),Metabolism of amino acids and derivatives (Mus musculus)
