LipidIon,D0_1,D0_2,D0_3,D2_1,D2_2,D2_3,D4_1,D4_2,D4_3,D6_1,D6_2,D6_3,D8_1,D8_2,D8_3,D10_1,D10_2,D10_3
PC(36:5),1.98E+09,3.26E+09,3.77E+09,8.18E+09,6.17E+09,6.48E+09,1.08E+10,9.91E+09,9.14E+09,6.82E+09,7.63E+09,3.66E+09,8.97E+09,8.99E+09,8.07E+09,7.03E+09,8.35E+09,7.54E+09
PC(36:5e),6.06E+08,1.11E+09,1.32E+09,2.43E+09,1.77E+09,2.09E+09,2.99E+09,2.48E+09,2.41E+09,1.90E+09,2.11E+09,1.25E+09,2.19E+09,2.13E+09,2.03E+09,1.82E+09,2.02E+09,1.88E+09
PC(36:6e),89500000,1.51E+08,90200000,4.99E+08,3.86E+08,4.49E+08,6.75E+08,5.32E+08,5.43E+08,3.35E+08,3.25E+08,2.14E+08,2.83E+08,3.05E+08,3.24E+08,2.25E+08,2.65E+08,2.76E+08
PC(38:0),23600000,55600000,1.18E+08,8317640.375,46400000,43100000,19600000,6.80E+07,92400000,69400000,83700000,58300000,5155338.36,9068747.88,78300000,9931838.454,55800000,60200000
PC(38:1),4.62E+08,2.08E+08,9.78E+08,1.06E+09,8.17E+08,9.01E+08,1.54E+09,1.36E+09,1.37E+09,1.40E+09,1.66E+09,6.81E+08,1.95E+09,2.00E+09,1.79E+09,1.63E+09,1.98E+09,1.71E+09
PC(38:2e),6304093.467,9754844.748,10400000,22600000,15800000,18700000,27300000,23900000,23600000,21500000,26800000,8930505.022,28900000,33100000,26200000,21700000,28500000,23600000
PC(38:3),1.52E+09,1.06E+09,9.76E+08,2.86E+09,2.24E+09,2.61E+09,5.03E+09,4.63E+09,4.27E+09,5.28E+09,5.78E+09,2.42E+09,8.18E+09,8.05E+09,7.05E+09,7.45E+09,8.91E+09,7.80E+09
PC(38:3e),10800000,7.50E+07,25500000,69400000,50800000,66900000,9.90E+07,73600000,80300000,58500000,72800000,30400000,1.01E+08,83100000,69100000,84800000,1.01E+08,87800000
PC(38:4),7.34E+09,1.31E+10,1.58E+10,1.81E+10,1.47E+10,1.70E+10,2.21E+10,1.81E+10,1.71E+10,1.70E+10,1.86E+10,1.08E+10,2.09E+10,2.00E+10,2.06E+10,1.82E+10,2.02E+10,1.95E+10
PC(38:5),1.19E+10,1.71E+10,1.92E+10,2.39E+10,1.90E+10,2.08E+10,2.15E+10,1.95E+10,1.89E+10,1.85E+10,1.87E+10,1.37E+10,2.08E+10,1.99E+10,2.02E+10,1.88E+10,1.93E+10,1.96E+10
PC(38:5e),1.14E+09,2.08E+09,9.47E+08,3.25E+09,2.23E+09,2.68E+09,3.22E+09,2.67E+09,2.63E+09,2.02E+09,2.21E+09,1.19E+09,2.62E+09,2.59E+09,2.45E+09,2.38E+09,2.81E+09,2.73E+09
PC(38:6),3.65E+09,2.80E+09,4.12E+09,8.43E+09,6.76E+09,7.15E+09,8.41E+09,8.10E+09,7.64E+09,6.60E+09,7.04E+09,3.87E+09,8.96E+09,8.81E+09,8.04E+09,7.44E+09,8.35E+09,7.95E+09
PC(38:6e),4.77E+08,2.91E+08,2.78E+08,2.24E+09,1.68E+09,1.87E+09,2.68E+09,2.09E+09,2.08E+09,1.83E+09,1.94E+09,1.08E+09,1.98E+09,2.00E+09,1.89E+09,1.70E+09,1.91E+09,1.78E+09
PC(38:7),6.31E+08,8.67E+08,9.79E+08,4.64E+08,2.62E+08,3.18E+08,1.62E+09,1.65E+09,1.31E+09,1.44E+09,1.51E+09,6.79E+08,1.58E+09,1.44E+09,1.44E+09,1.16E+09,1.23E+09,1.26E+09
PC(38:7e),80300000,2.78E+08,2.23E+08,8.76E+08,6.89E+08,8.01E+08,9.03E+08,7.94E+08,7.07E+08,7.25E+08,8.22E+08,4.65E+08,7.02E+08,7.93E+08,6.82E+08,5.29E+08,6.82E+08,6.70E+08
PC(38:8e),19600000,40900000,23700000,86600000,70700000,90700000,1.04E+08,76400000,1.29E+08,59500000,59100000,45800000,58700000,57300000,57300000,53400000,52100000,57700000
PC(40:0),42400000,1.31E+08,1.26E+08,1.07E+08,83700000,94100000,1.11E+08,1.14E+08,79900000,1.32E+08,1.31E+08,70200000,1.34E+08,1.35E+08,1.35E+08,1.12E+08,1.21E+08,1.01E+08
PC(40:2),2.83E+08,5.21E+08,1.32E+08,5.75E+08,4.37E+08,4.98E+08,7.22E+08,6.99E+08,6.89E+08,7.61E+08,8.89E+08,49500000,9.11E+08,9.40E+08,8.66E+08,6.71E+08,8.62E+08,7.48E+08
PC(40:3),1.97E+08,3.29E+08,3.58E+08,4.47E+08,3.17E+08,2.31E+08,4.87E+08,4.03E+08,3.87E+08,3.95E+08,4.60E+08,1.83E+08,5.73E+08,5.33E+08,1.24E+08,4.49E+08,5.86E+08,5.23E+08
PC(40:4),3.99E+08,7.40E+08,1.89E+08,9.87E+08,7.63E+08,8.88E+08,1.23E+09,1.06E+09,1.08E+09,9.60E+08,1.04E+09,4.34E+08,1.28E+09,1.21E+09,1.11E+09,1.01E+09,1.21E+09,1.15E+09
PC(40:5),2.51E+09,4.46E+09,5.43E+09,5.49E+09,4.55E+09,5.21E+09,6.61E+09,5.64E+09,5.51E+09,5.24E+09,5.63E+09,3.12E+09,7.46E+09,7.31E+09,6.58E+09,6.64E+09,6.78E+09,7.28E+09
PC(40:6),2.67E+09,4.07E+09,4.64E+09,5.68E+09,4.59E+09,4.91E+09,4.80E+09,4.50E+09,4.24E+09,4.37E+09,4.54E+09,3.14E+09,4.72E+09,4.71E+09,4.68E+09,4.15E+09,4.47E+09,4.47E+09
PC(40:6e),3.34E+08,2.23E+08,3.12E+08,7.74E+08,5.92E+08,6.38E+08,8.30E+08,6.93E+08,5.67E+08,4.82E+08,5.69E+08,2.88E+08,6.42E+08,6.41E+08,6.38E+08,5.48E+08,7.06E+08,6.21E+08
PC(40:7e),2.22E+08,3.04E+08,4.12E+08,6.94E+08,5.63E+08,6.38E+08,5.49E+08,5.84E+08,5.81E+08,3.60E+08,3.58E+08,2.63E+08,1.95E+08,1.74E+08,1.42E+08,1.30E+08,1.69E+08,4.08E+08
PC(40:8),1.46E+08,19300000,30300000,2.00E+08,1.53E+08,1.85E+08,3.07E+08,2.81E+08,2.54E+08,2.14E+08,2.16E+08,1.13E+08,56800000,35600000,51700000,3.90E+07,2.04E+08,2.35E+08
PC(40:8e),35700000,5.30E+07,83500000,4.18E+08,3.15E+08,3.33E+08,3.33E+08,3.19E+08,2.88E+08,3.27E+08,3.97E+08,1.90E+08,2.99E+08,3.60E+08,3.29E+08,2.67E+08,3.06E+08,2.76E+08
PC(42:11),6025501.221,8943452.758,10200000,14700000,11600000,13100000,17200000,17400000,1.60E+07,10200000,11100000,4382055.498,10300000,10100000,9879460.71,8269777.103,7102751.994,6954909.942
PC(42:2),1.31E+08,2.40E+08,2.73E+08,2.82E+08,2.31E+08,2.37E+08,2.99E+08,2.90E+08,2.68E+08,2.84E+08,3.43E+08,1.51E+08,3.49E+08,3.60E+08,3.21E+08,2.58E+08,3.09E+08,2.73E+08
PC(42:3),75600000,1.24E+08,32100000,1.77E+08,1.34E+08,1.54E+08,2.00E+08,1.72E+08,27300000,1.63E+08,1.74E+08,80200000,2.01E+08,1.93E+08,1.87E+08,1.63E+08,1.87E+08,1.79E+08
PC(42:4),25600000,37600000,49700000,2.30E+08,1.57E+08,1.73E+08,2.15E+08,1.80E+08,2.06E+08,1.69E+08,1.90E+08,82600000,2.26E+08,2.11E+08,1.87E+08,1.46E+08,1.82E+08,1.49E+08
PC(42:4e),29300000,48100000,51500000,73700000,61600000,6.90E+07,96300000,72300000,71100000,58400000,92200000,42700000,96700000,99800000,96900000,75900000,87400000,83700000
PC(42:5e),24700000,26800000,40100000,1.80E+08,1.37E+08,1.52E+08,2.54E+08,2.08E+08,2.11E+08,1.89E+08,2.38E+08,85400000,2.26E+08,2.63E+08,2.35E+08,1.79E+08,2.31E+08,1.99E+08
PC(42:6),1.54E+08,3.18E+08,98800000,4.05E+08,3.02E+08,3.57E+08,4.94E+08,4.76E+08,4.17E+08,3.38E+08,3.87E+08,1.89E+08,4.08E+08,3.79E+08,3.88E+08,3.42E+08,3.72E+08,3.38E+08
PC(42:7),1.22E+08,96200000,68900000,3.65E+08,2.75E+08,2.79E+08,2.72E+08,2.79E+08,2.37E+08,2.32E+08,2.46E+08,1.29E+08,2.94E+08,3.02E+08,2.51E+08,2.44E+08,2.68E+08,2.44E+08
PC(42:7e),25200000,20300000,16900000,79400000,61100000,69200000,95100000,89300000,79100000,87300000,1.09E+08,43700000,1.11E+08,1.17E+08,96900000,75700000,1.07E+08,81200000
PC(44:10),17900000,22800000,29700000,22200000,1.70E+07,19800000,26300000,28700000,26300000,17800000,24600000,9091048.604,21500000,19100000,22400000,18400000,17500000,18200000
PC(44:4),8836781.237,16300000,24700000,37800000,15800000,1.50E+07,51400000,50800000,9690867.145,45500000,52500000,20300000,52800000,56800000,5.00E+07,26700000,3.40E+07,37900000
PC(44:5),36100000,1.70E+07,17200000,1.13E+08,81300000,94500000,1.18E+08,1.06E+08,90600000,94800000,1.04E+08,43100000,1.13E+08,1.20E+08,1.09E+08,75200000,1.06E+08,8.60E+07
PC(44:5e),11500000,26800000,32700000,34400000,32800000,29700000,55300000,42900000,39400000,36600000,47100000,22200000,43800000,53100000,4.40E+07,2.60E+07,30600000,34900000
PC(44:6),7863487.863,25200000,19800000,75300000,11400000,23300000,15300000,82400000,10300000,66900000,3.60E+07,32200000,81200000,81200000,79800000,6.50E+07,78300000,70300000
PC(44:7),5576382.496,71400000,14900000,1.18E+08,7.10E+07,68500000,1.00E+08,70100000,5.90E+07,46900000,62700000,30800000,59900000,70800000,75600000,60300000,55400000,61500000
PE(14:0_20:5),0,0,582703.138,343548.722,331727.091,0,1006254.522,2508173.614,2116891.856,3031557.733,2678233.36,3047223.461,3666377.259,4443943.626,3810971.147,3742780.281,2649825.362,3106341.698
PE(14:0_22:6),17400000,6957186.743,7290888.739,16600000,11200000,13500000,20700000,28800000,25100000,2.80E+07,33700000,21400000,40700000,39900000,43200000,32400000,40300000,31200000
PE(14:1e_20:4),2631790.412,3693086.442,1277103.648,7314495.969,2556370.026,5263274.979,6179808.853,7500715.173,7003732.871,6789136.144,8817556.249,6378535.163,8174184.333,9129236.659,9377249.484,7781262.884,9448121.376,6902255.996
PE(16:0_16:0),51400000,59800000,67300000,52400000,4.80E+07,49700000,84200000,82300000,64300000,9.20E+07,1.03E+08,76700000,1.11E+08,1.13E+08,77600000,86500000,9.10E+07,80100000
PE(16:0_16:1),20700000,9.40E+07,3.78E+08,3.23E+08,3.90E+08,3.00E+08,7.40E+08,1.02E+09,9.41E+08,7.54E+08,1.19E+09,8.17E+08,1.23E+09,1.27E+09,1.12E+09,1.15E+09,1.38E+09,1.14E+09
PE(16:0_18:1),1.47E+09,1.88E+09,2.12E+09,1.49E+09,1.37E+09,1.36E+09,2.29E+09,2.66E+09,2.01E+09,3.12E+09,3.33E+09,2.57E+09,3.61E+09,4.31E+09,3.64E+09,3.48E+09,4.14E+09,3.12E+09
PE(16:0_20:4),1.60E+08,1.89E+08,1.64E+08,1.21E+09,1.07E+09,1.09E+09,1.97E+09,2.14E+09,1.67E+09,1.70E+09,2.01E+09,5.86E+08,1.13E+09,1.20E+09,1.06E+09,7.67E+08,2.36E+09,2.16E+09
PE(16:0_20:5),85300000,58200000,1.58E+08,1.97E+08,1.48E+08,1.68E+08,3.81E+08,3.60E+08,3.87E+08,3.25E+08,3.88E+08,2.70E+08,4.74E+08,5.09E+08,4.36E+08,4.13E+08,4.72E+08,4.12E+08
PE(16:0_22:6),2.19E+09,1.30E+09,2.65E+09,2.50E+09,2.39E+09,2.39E+09,2.75E+09,2.89E+09,3.37E+09,3.07E+09,2.84E+09,2.90E+09,3.25E+09,3.26E+09,3.33E+09,3.08E+09,3.28E+09,2.97E+09
PE(16:0e),19300000,26200000,31800000,35900000,3.30E+07,33600000,87300000,80500000,78700000,75500000,74100000,38100000,85700000,1.03E+08,84600000,84700000,99400000,75800000
PE(16:0e_18:1),56300000,89800000,86500000,3.22E+08,2.27E+08,2.18E+08,3.54E+08,3.47E+08,3.31E+08,3.76E+08,5.48E+08,2.74E+08,6.02E+08,6.86E+08,5.86E+08,6.24E+08,7.88E+08,5.44E+08
PE(16:0e_22:5),5.90E+08,4.99E+08,7.56E+08,3.01E+09,2.44E+09,2.58E+09,3.52E+09,3.56E+09,3.24E+09,3.08E+09,3.48E+09,2.19E+09,3.71E+09,3.79E+09,3.70E+09,3.01E+09,3.40E+09,2.86E+09
PE(16:0p_18:1),7.94E+08,1.07E+09,2.95E+08,9.13E+08,7.95E+08,8.26E+08,1.11E+09,1.10E+09,1.05E+09,1.37E+09,1.50E+09,1.03E+09,1.68E+09,1.70E+09,1.37E+09,1.20E+09,1.56E+09,1.12E+09
PE(16:0p_20:1),1.67E+08,2.27E+08,2.35E+08,1.81E+08,1.58E+08,1.58E+08,2.35E+08,2.09E+08,2.25E+08,2.45E+08,2.77E+08,1.93E+08,3.44E+08,3.26E+08,2.43E+08,2.40E+08,2.95E+08,2.05E+08
PE(16:0p_20:3),52300000,2.25E+08,75200000,3.22E+08,2.27E+08,2.18E+08,3.54E+08,3.47E+08,3.31E+08,3.76E+08,5.48E+08,2.74E+08,6.02E+08,6.86E+08,5.86E+08,6.24E+08,7.88E+08,5.44E+08
PE(16:0p_20:4),1.26E+09,1.65E+09,1.78E+09,2.14E+09,1.86E+09,1.90E+09,3.23E+09,2.92E+09,2.86E+09,2.99E+09,3.18E+09,2.66E+09,3.50E+09,3.51E+09,3.35E+09,3.03E+09,3.27E+09,2.93E+09
PE(16:0p_20:5),2.46E+08,2.46E+08,2.47E+08,1.46E+09,8.03E+08,8.98E+08,2.01E+09,2.08E+09,2.07E+09,1.72E+09,1.80E+09,1.79E+09,1.61E+09,1.68E+09,1.57E+09,1.22E+09,1.43E+09,1.27E+09
PE(16:0p_22:1),5.60E+07,6.90E+07,71200000,51800000,41100000,43700000,62500000,53800000,47100000,68200000,69900000,49200000,82900000,68200000,61700000,63700000,81100000,34100000
PE(16:1_16:1),5822137.471,15900000,6350017.852,33100000,3.10E+07,7952910.571,1.78E+08,2.32E+08,2.35E+08,2.43E+08,2.04E+08,2.06E+08,3.56E+08,3.00E+08,3.52E+08,3.76E+08,4.89E+08,3.76E+08
PE(16:1_18:1),52600000,92600000,30400000,6.88E+08,6.43E+08,6.35E+08,1.74E+09,1.97E+09,1.88E+09,2.24E+09,2.68E+09,2.08E+09,2.51E+09,2.77E+09,2.45E+09,1.72E+09,2.76E+09,5.14E+08
PE(16:1_20:4),62400000,41200000,99200000,83100000,56700000,68600000,2.38E+08,2.23E+08,2.55E+08,2.91E+08,3.41E+08,2.16E+08,3.55E+08,3.59E+08,3.44E+08,3.30E+08,3.69E+08,2.99E+08
PE(16:1_20:5),7916499.232,9595080.456,8954497.721,12600000,10800000,11800000,52200000,60500000,66800000,60900000,77400000,50200000,67200000,85900000,69200000,55900000,66300000,64400000
PE(16:1_22:6),1.04E+08,1.38E+08,54800000,1.21E+08,1.01E+08,1.00E+08,2.07E+08,2.42E+08,2.32E+08,3.13E+08,2.71E+08,1.89E+08,2.59E+08,3.41E+08,3.26E+08,2.70E+08,3.22E+08,2.16E+08
PE(16:1e_16:0),4894008.02,6156809.5,3135159.925,5923058.8,4861616.155,5798640.84,7545190.634,7049032.586,6723343.052,13100000,1.30E+07,11400000,11100000,17100000,10800000,8347796.739,12900000,7142336.164
PE(16:1e_20:3),77300000,2.25E+08,75200000,3.22E+08,2.27E+08,2.18E+08,3.54E+08,3.47E+08,3.31E+08,3.76E+08,5.48E+08,2.74E+08,6.02E+08,6.86E+08,5.86E+08,6.24E+08,7.88E+08,5.44E+08
PE(16:1e_20:4),2.53E+08,4.79E+08,1.63E+08,8.16E+08,5.53E+08,6.24E+08,8.00E+08,7.50E+08,7.25E+08,9.43E+08,1.01E+09,7.92E+08,4.44E+08,3.73E+08,8.76E+08,7.89E+08,1.07E+09,7.38E+08
PE(16:1e_22:3),48700000,26600000,19900000,79300000,71200000,71700000,2.31E+08,2.23E+08,83800000,1.10E+08,1.23E+08,63900000,1.01E+08,1.04E+08,90500000,1.18E+08,1.54E+08,1.24E+08
PE(16:1e_22:4),4.86E+08,1.87E+08,6.83E+08,6.93E+08,6.25E+08,6.35E+08,8.24E+08,7.82E+08,1.11E+09,7.69E+08,1.07E+09,5.92E+08,1.05E+09,1.25E+09,9.92E+08,9.79E+08,1.23E+09,9.16E+08
PE(16:1e_22:6),1.16E+08,1.22E+08,1.85E+08,4.16E+08,3.96E+08,3.94E+08,6.02E+08,5.94E+08,5.62E+08,6.62E+08,7.07E+08,5.21E+08,7.69E+08,7.57E+08,7.51E+08,6.30E+08,7.14E+08,5.98E+08
PE(18:0_18:0),7.91E+08,3.17E+08,1.19E+09,6.85E+08,6.28E+08,6.40E+08,1.05E+09,1.01E+09,8.70E+08,1.43E+09,1.57E+09,1.03E+09,2.20E+09,2.09E+09,1.81E+09,1.82E+09,2.22E+09,1.62E+09
PE(18:0_18:1),1.28E+09,4.20E+09,4.50E+09,4.08E+09,3.45E+09,3.57E+09,5.59E+09,5.19E+09,4.74E+09,6.31E+09,7.06E+09,4.98E+09,8.36E+09,8.47E+09,7.73E+09,6.83E+09,7.91E+09,6.35E+09
PE(18:0_20:1),3.64E+08,1.18E+08,5.45E+08,3.50E+08,3.16E+08,3.25E+08,5.06E+08,4.13E+08,2.88E+08,5.06E+08,5.31E+08,3.64E+08,6.77E+08,6.59E+08,5.80E+08,5.13E+08,6.17E+08,4.14E+08
PE(18:0_20:2),1.29E+09,1.92E+09,6.32E+08,1.25E+09,1.14E+09,1.14E+09,1.65E+09,1.53E+09,1.52E+09,2.06E+09,2.30E+09,1.55E+09,2.82E+09,2.84E+09,2.61E+09,2.36E+09,2.73E+09,2.21E+09
PE(18:0_20:3),1.86E+09,8.66E+08,7.81E+08,2.01E+09,1.76E+09,1.82E+09,2.57E+09,2.30E+09,2.23E+09,2.71E+09,3.06E+09,1.99E+09,3.39E+09,3.53E+09,3.26E+09,2.78E+09,3.33E+09,2.68E+09
PE(18:0_20:4),8.21E+08,4.20E+09,1.32E+09,4.08E+09,3.45E+09,3.57E+09,5.59E+09,5.19E+09,4.74E+09,6.31E+09,7.06E+09,4.98E+09,8.36E+09,8.47E+09,7.73E+09,6.83E+09,7.91E+09,6.35E+09
PE(18:0_20:5),4.63E+08,2.27E+08,2.25E+08,7.78E+08,6.11E+08,6.85E+08,1.33E+09,1.16E+09,1.19E+09,1.18E+09,1.36E+09,9.87E+08,1.49E+09,1.52E+09,1.36E+09,1.17E+09,1.39E+09,1.09E+09
PE(18:0_22:4),3.64E+08,1.80E+08,5.23E+08,3.50E+08,3.17E+08,3.25E+08,5.02E+08,4.13E+08,2.88E+08,5.02E+08,5.27E+08,3.66E+08,6.72E+08,6.60E+08,5.70E+08,4.98E+08,6.16E+08,4.11E+08
PE(18:0_22:5),1.29E+09,1.92E+09,6.32E+08,1.25E+09,1.14E+09,1.14E+09,1.66E+09,1.53E+09,1.52E+09,2.06E+09,2.29E+09,1.55E+09,2.81E+09,2.84E+09,2.61E+09,2.36E+09,2.73E+09,2.20E+09
PE(18:0_22:6),1.86E+09,2.49E+09,7.74E+08,2.01E+09,1.76E+09,1.82E+09,2.55E+09,2.30E+09,2.23E+09,2.71E+09,3.06E+09,2.01E+09,3.47E+09,3.54E+09,3.26E+09,2.78E+09,3.33E+09,2.68E+09
PE(18:0e),90700000,1.13E+08,1.27E+08,1.49E+08,1.31E+08,1.10E+08,2.28E+08,2.26E+08,2.17E+08,2.76E+08,2.85E+08,1.50E+08,3.27E+08,3.33E+08,2.73E+08,3.34E+08,3.58E+08,2.95E+08
PE(18:0p_20:4),1.38E+08,6.41E+08,2.19E+08,9.37E+08,7.81E+08,8.14E+08,1.16E+09,1.01E+09,1.03E+09,1.04E+09,1.12E+09,7.96E+08,1.24E+09,1.16E+09,1.10E+09,9.92E+08,1.21E+09,9.74E+08
PE(18:0p_20:5),33600000,24100000,1.80E+07,3.68E+08,2.78E+08,3.19E+08,4.81E+08,4.71E+08,4.46E+08,4.27E+08,4.71E+08,3.24E+08,4.75E+08,4.97E+08,4.16E+08,3.75E+08,4.03E+08,3.48E+08
PE(18:1_18:1),7.78E+08,8.89E+08,1.17E+09,2.54E+09,2.18E+09,2.21E+09,3.43E+09,4.26E+09,3.25E+09,4.62E+09,5.51E+09,3.68E+09,5.56E+09,5.71E+09,4.87E+09,4.49E+09,5.35E+09,4.00E+09
PE(18:1_18:2),1.47E+08,88100000,76600000,2.37E+08,2.04E+08,1.94E+08,5.13E+08,5.07E+08,4.91E+08,5.21E+08,6.06E+08,4.39E+08,5.97E+08,6.13E+08,5.47E+08,4.68E+08,5.78E+08,4.52E+08
PE(18:1_20:3),2.11E+09,1.17E+09,1.23E+09,2.70E+09,2.36E+09,2.54E+09,3.02E+09,3.02E+09,2.70E+09,3.02E+09,3.53E+09,3.35E+09,3.12E+09,2.98E+09,3.14E+09,2.65E+09,2.74E+09,2.52E+09
PE(18:1_20:4),2.38E+09,3.49E+09,1.25E+09,2.23E+09,1.94E+09,2.03E+09,3.45E+09,3.45E+09,3.35E+09,3.60E+09,4.09E+09,2.97E+09,4.54E+09,4.70E+09,4.27E+09,3.70E+09,4.26E+09,3.56E+09
PE(18:1_20:5),1.33E+08,1.72E+08,76600000,2.31E+08,2.15E+08,1.90E+08,5.04E+08,4.94E+08,4.84E+08,5.21E+08,6.38E+08,4.09E+08,5.66E+08,5.95E+08,5.41E+08,4.60E+08,5.87E+08,4.66E+08
PE(18:1_22:1),2567559.613,4179268.417,75200000,40800000,37800000,37700000,1756337.16,46400000,27700000,69900000,61700000,5.60E+07,89400000,8.00E+07,60100000,64900000,81400000,5.00E+07
PE(18:1_22:3),6320785.008,7230645.208,21300000,21200000,16900000,16400000,27500000,25700000,2.50E+07,26500000,31800000,20800000,3.50E+07,31900000,37700000,31500000,41100000,28300000
PE(18:1_22:5),7.23E+08,4.73E+08,50700000,6.64E+08,5.57E+08,5.77E+08,8.44E+08,9.69E+08,8.66E+08,1.09E+09,1.18E+09,8.24E+08,1.28E+09,1.26E+09,1.17E+09,4.30E+08,1.22E+09,1.04E+09
PE(18:1_22:6),2.13E+09,2.63E+09,2.88E+09,2.61E+09,2.41E+09,2.39E+09,3.03E+09,3.02E+09,3.03E+09,2.99E+09,3.08E+09,3.19E+09,2.91E+09,2.86E+09,2.95E+09,2.61E+09,2.57E+09,2.40E+09
PE(18:1_24:1),37600000,51800000,45300000,29300000,23300000,23500000,24300000,20400000,1.70E+07,32900000,37100000,26600000,4.40E+07,31800000,26400000,24700000,29700000,17900000
PE(18:1e),22600000,28600000,41900000,35400000,27700000,37500000,67100000,67800000,68100000,83500000,73700000,42200000,76500000,88700000,91500000,72800000,72200000,67600000
PE(18:1e_18:1),4.43E+08,6.38E+08,7.12E+08,9.37E+08,7.81E+08,8.22E+08,1.16E+09,1.01E+09,1.04E+09,1.04E+09,1.12E+09,8.02E+08,1.24E+09,1.16E+09,1.10E+09,9.70E+08,1.21E+09,9.71E+08
PE(18:1e_20:4),1.26E+08,1.99E+08,2.20E+08,3.07E+08,2.55E+08,2.68E+08,3.58E+08,3.21E+08,3.40E+08,3.24E+08,3.28E+08,2.72E+08,3.87E+08,3.66E+08,3.36E+08,3.18E+08,3.68E+08,3.10E+08
PE(18:1e_22:5),3.46E+08,52800000,6897648.96,2.63E+08,2.64E+08,3.83E+08,4.65E+08,3.07E+08,4.37E+08,5.36E+08,6.03E+08,4.63E+08,7.00E+08,4.27E+08,6.70E+08,1.48E+08,1.77E+08,3.71E+08
PE(18:1e_22:6),85600000,1.32E+08,1.26E+08,1.40E+08,1.20E+08,1.23E+08,1.73E+08,1.69E+08,1.78E+08,1.68E+08,1.80E+08,1.36E+08,2.10E+08,1.99E+08,1.93E+08,1.54E+08,1.75E+08,1.54E+08
PE(18:1p_18:1),1.71E+08,2.16E+08,2.73E+08,9.46E+08,2.25E+08,8.42E+08,1.28E+09,1.21E+09,1.04E+09,1.42E+09,1.60E+09,1.06E+09,1.88E+09,1.95E+09,1.59E+09,1.52E+09,1.88E+09,1.35E+09
PE(18:1p_20:1),86900000,1.44E+08,1.73E+08,1.42E+08,1.24E+08,1.26E+08,1.60E+08,1.44E+08,1.44E+08,6944068.988,1.98E+08,1.27E+08,2.32E+08,2.31E+08,1.80E+08,1.76E+08,2.28E+08,1.48E+08
PE(18:1p_20:2),1.44E+08,2.18E+08,2.26E+08,2.08E+08,4.82E+08,1.91E+08,2.39E+08,5.35E+08,2.25E+08,2.08E+08,2.52E+08,1.56E+08,2.96E+08,3.01E+08,2.48E+08,2.30E+08,2.98E+08,2.08E+08
PE(18:1p_20:3),4.83E+08,1.87E+08,6.83E+08,6.99E+08,6.25E+08,6.38E+08,8.25E+08,7.55E+08,1.11E+09,7.71E+08,1.06E+09,5.90E+08,1.04E+09,1.25E+09,9.94E+08,8.62E+08,1.22E+09,9.13E+08
PE(18:1p_20:4),7.58E+08,9.50E+08,7.16E+08,5.27E+09,4.64E+09,1.96E+09,6.06E+09,5.56E+09,5.35E+09,5.88E+09,6.27E+09,5.24E+09,6.71E+09,6.59E+09,6.55E+09,5.75E+09,6.64E+09,5.61E+09
PE(18:1p_22:5),1.35E+09,1.39E+09,6.15E+08,1.61E+09,1.85E+09,1.53E+09,1.29E+09,1.29E+09,1.26E+09,1.51E+09,1.64E+09,1.36E+09,1.74E+09,1.70E+09,1.65E+09,1.47E+09,1.59E+09,2.13E+09
PE(18:1p_22:6),5.05E+08,7.84E+08,7.56E+08,3.01E+09,2.44E+09,2.58E+09,3.52E+09,3.56E+09,3.24E+09,3.08E+09,3.48E+09,2.19E+09,3.71E+09,3.79E+09,3.70E+09,3.01E+09,3.40E+09,2.86E+09
PE(18:2_18:2),1.04E+08,1.40E+08,54800000,1.23E+08,1.05E+08,1.05E+08,2.15E+08,2.56E+08,2.46E+08,3.24E+08,2.88E+08,1.93E+08,2.66E+08,2.84E+08,3.47E+08,2.34E+08,2.67E+08,2.23E+08
PE(18:2e_16:0),2.21E+08,4.03E+08,4.37E+08,3.45E+08,3.13E+08,3.07E+08,4.04E+08,4.03E+08,4.21E+08,4.75E+08,5.26E+08,4.11E+08,5.96E+08,5.87E+08,4.95E+08,4.55E+08,5.59E+08,4.13E+08
PE(18:2e_16:1),20700000,13300000,14900000,79500000,6.60E+07,67500000,1.13E+08,1.19E+08,66200000,8.80E+07,1.06E+08,1.27E+08,1.13E+08,2.06E+08,1.83E+08,1.01E+08,1.25E+08,1.60E+08
PE(18:2e_18:1),2.04E+08,89600000,8.90E+07,3.14E+08,2.86E+08,2.96E+08,4.11E+08,4.15E+08,4.20E+08,4.53E+08,5.10E+08,3.00E+08,6.00E+08,5.91E+08,5.06E+08,4.79E+08,5.78E+08,4.34E+08
PE(18:2e_20:4),2.09E+08,3.17E+08,2.54E+08,1.61E+09,1.33E+09,1.49E+09,1.74E+09,1.68E+09,1.63E+09,1.75E+09,1.89E+09,1.49E+09,2.12E+09,2.09E+09,2.07E+09,1.87E+09,2.09E+09,1.75E+09
PE(18:2e_20:5),2.07E+08,2.92E+08,2.86E+08,6.55E+08,6.37E+08,6.12E+08,1.12E+09,1.07E+09,1.00E+09,2.57E+08,2.44E+08,5.64E+08,9.05E+08,1.05E+09,5.40E+08,3.29E+08,7.90E+08,6.96E+08
PE(18:2e_22:1),19400000,40100000,7517868.625,34200000,30900000,30300000,37200000,48100000,7621481.361,54800000,42600000,35500000,55100000,4.70E+07,41300000,39200000,50300000,4125054.056
