"subclass","Cold-1","Cold-2","Cold-3","Cold-4","Cold-5","Cold-6","Cold-7","Cold-8","QC-1","QC-2","QC-3","QC-4","QC-5","RT-1","RT-2","RT-3","RT-4","RT-5","RT-6","RT-7","RT-8"
"TG(44:4)",3.27e+08,3.34e+08,6.2e+08,4.08e+08,5.03e+08,7.07e+08,3.85e+08,7.5e+08,4.7e+08,5.9e+08,6.2e+08,4.96e+08,5.15e+08,5.46e+08,6.62e+08,3.67e+08,6.9e+08,3.61e+08,3.97e+08,3.71e+08,5.22e+08
"TG(44:5)",7.1e+07,6.6e+07,8.2e+07,5.6e+07,1.1e+08,1.2e+08,7.8e+07,7.2e+07,8.6e+07,8.7e+07,4.2e+07,9.6e+07,6.1e+07,9.9e+07,1.1e+08,6.4e+07,8.4e+07,7e+07,8.7e+07,8.3e+07,1.1e+08
"TG(44:6)",1.15e+08,1.34e+08,9.8e+07,9.4e+07,1.71e+08,1.17e+08,1.11e+08,1.08e+08,1.22e+08,1.22e+08,1.19e+08,1.26e+08,1.23e+08,1.42e+08,1.23e+08,9.7e+07,1.06e+08,9.3e+07,84298885,9.8e+07,1.56e+08
"TG(44:7)",8e+07,9.1e+07,8.9e+07,8.2e+07,1.2e+08,8.3e+07,8.2e+07,9.2e+07,8.3e+07,7.8e+07,7.5e+07,8.4e+07,7.3e+07,59971577,6.6e+07,5e+07,5.8e+07,6.3e+07,6.8e+07,5.7e+07,8.6e+07
"TG(44:8)",5.4e+07,6.3e+07,5.9e+07,5.3e+07,8e+07,6.1e+07,6.2e+07,6.2e+07,5.2e+07,5.4e+07,4.9e+07,5.1e+07,5e+07,3.5e+07,4.1e+07,3e+07,2.8e+07,2.9e+07,4.9e+07,3.1e+07,4.6e+07
"TG(45:0)",5.1e+07,2.9e+07,7.1e+07,6.5e+07,7.2e+07,1.3e+08,4.9e+07,1.4e+08,9.7e+07,8.5e+07,8.5e+07,6.4e+07,8.3e+07,1.3e+08,1.5e+08,6.4e+07,1.1e+08,5.3e+07,3.8e+07,7.2e+07,7.2e+07
"TG(45:1)",6.9e+07,1e+08,1.5e+08,9.9e+07,1.1e+08,1.5e+08,9e+07,2e+08,1.1e+08,1.2e+08,8.8e+07,1.2e+08,1e+08,2.4e+08,2.2e+08,6.6e+07,2.1e+08,5.9e+07,6.8e+07,5.6e+07,6.7e+07
"TG(45:2)",4.4e+08,4.5e+08,6.6e+08,5.1e+08,7.1e+08,1.1e+09,5.4e+08,1e+09,7.1e+08,6.6e+08,6.6e+08,6.8e+08,7.3e+08,1.2e+09,1.2e+09,5.3e+08,9.9e+08,4.9e+08,5.4e+08,4.9e+08,6.8e+08
"TG(45:3)",2.38e+08,241330237,4.76e+08,3.25e+08,5.54e+08,508602759,3.3e+08,5.59e+08,4.39e+08,4e+08,3.63e+08,3.52e+08,4.28e+08,4.77e+08,4.93e+08,3.6e+08,5.41e+08,3.86e+08,4.06e+08,3.94e+08,4.97e+08
"TG(45:4)",7.6e+07,5.8e+07,1.5e+08,7.1e+07,8.9e+07,1.3e+08,8.2e+07,9.9e+07,1.2e+08,8.9e+07,9e+07,9.4e+07,9.4e+07,1.4e+08,1.4e+08,1e+08,1.3e+08,8.5e+07,1.1e+08,1.1e+08,1.2e+08
"TG(45:5)",1.1e+08,1.2e+08,1.3e+08,1e+08,1.8e+08,1.5e+08,1.5e+08,1e+08,1.6e+08,1.5e+08,1.6e+08,1.6e+08,1.6e+08,1.3e+08,2e+08,1.7e+08,1.6e+08,1.4e+08,2.5e+08,1.8e+08,2.2e+08
"TG(45:6)",8.2e+07,8.3e+07,9.7e+07,6.7e+07,1.28e+08,9.5e+07,1.17e+08,7.2e+07,1.1e+08,9.8e+07,9.5e+07,1.05e+08,9.8e+07,8.2e+07,1.28e+08,1.16e+08,8.7e+07,8.6e+07,1.64e+08,1.17e+08,1.39e+08
"TG(46:0)",3.2e+09,4.6e+09,4.2e+09,3.4e+09,3.1e+09,5e+09,3.1e+09,5.2e+09,4.2e+09,4.1e+09,3.3e+09,3e+09,4.3e+09,4.2e+09,4.3e+09,3e+09,3.7e+09,3.2e+09,2.5e+09,2.8e+09,2.8e+09
"TG(46:1)",1.1e+10,1.2e+10,1.7e+10,1.6e+10,1.7e+10,2.6e+10,1.2e+10,2.6e+10,1.7e+10,1.6e+10,1.5e+10,1.6e+10,1.6e+10,2.3e+10,2.3e+10,1.1e+10,2.4e+10,9.9e+09,8.5e+09,1e+10,1.3e+10
"TG(46:2)",1.6e+10,1.6e+10,2.9e+10,2.7e+10,2.8e+10,4.9e+10,2.1e+10,4.2e+10,2.8e+10,2.8e+10,2.6e+10,2.6e+10,2.7e+10,3.8e+10,4.5e+10,1.7e+10,3.7e+10,1.5e+10,1.4e+10,1.7e+10,2.1e+10
"TG(46:3)",7.11e+09,6.64e+09,1.539e+10,1.339e+10,1.62e+10,3.09e+10,1.037e+10,2.81e+10,1.435e+10,1.329e+10,1.389e+10,1.4e+10,1.438e+10,2.15e+10,2.154e+10,7.04e+09,2.355e+10,5.95e+09,5.55e+09,7.03e+09,1.084e+10
"TG(46:4)",2.57e+09,2.34e+09,6.18e+09,4.74e+09,6.3e+09,1.94e+10,5.1e+09,1.5e+10,6e+09,5.72e+09,5.8e+09,6.03e+09,6.08e+09,1.04e+10,1.22e+10,3.12e+09,1.14e+10,2.58e+09,2.84e+09,2.55e+09,4.31e+09
"TG(46:5)",1.7e+08,1.6e+08,3.5e+08,2.9e+08,3.4e+08,8.6e+08,2.7e+08,6.7e+08,4.1e+08,3.3e+08,3.2e+08,3.7e+08,4.1e+08,5.7e+08,7.1e+08,2.8e+08,6.4e+08,2e+08,2.7e+08,2.5e+08,3.9e+08
"TG(46:6)",5.5e+07,9.2e+07,1e+08,6.9e+07,9.6e+07,1.02e+08,9.7e+07,1.39e+08,7.2e+07,1.21e+08,8.7e+07,1.06e+08,8e+07,7.3e+07,8.9e+07,5.4e+07,1.2e+08,5.2e+07,6.9e+07,7e+07,6.3e+07
"TG(46:8)",1.8e+07,1.9e+07,3.2e+07,2.4e+07,2.5e+07,1.8e+07,1.7e+07,1.6e+07,1.6e+07,1.4e+07,2.5e+07,1.9e+07,1.5e+07,1.1e+07,1.2e+07,9017910,1.1e+07,8369133,1.3e+07,9804833,1.4e+07
"TG(47:0)",4.8e+08,8e+08,7.4e+08,5.1e+08,4.3e+08,7e+08,5.3e+08,5.9e+08,7.5e+08,6.8e+08,5.4e+08,4.5e+08,7e+08,5.8e+08,5.8e+08,5.8e+08,5.9e+08,6.2e+08,4.6e+08,5.5e+08,4.2e+08
"TG(47:1)",5.89e+08,6.17e+08,7.88e+08,6.9e+08,8.24e+08,8.78e+08,4.69e+08,8.59e+08,7.43e+08,7.51e+08,7.14e+08,7.13e+08,7.54e+08,1.027e+09,9.85e+08,6.55e+08,9.84e+08,5.49e+08,5.81e+08,6.31e+08,8.17e+08
"TG(47:2)",9.31e+08,1.019e+09,1.3e+09,9.49e+08,1.272e+09,1.698e+09,9.67e+08,1.477e+09,1.158e+09,1.186e+09,1.183e+09,1.273e+09,1.267e+09,1.476e+09,1.595e+09,1.021e+09,1.689e+09,8.11e+08,9.57e+08,1.131e+09,1.264e+09
"TG(47:3)",6.2e+08,6e+08,7.6e+08,6.7e+08,8.7e+08,1.3e+09,6.3e+08,1.2e+09,7.6e+08,8.8e+08,7.6e+08,8.5e+08,7.4e+08,1e+09,1.1e+09,6e+08,1.3e+09,5.6e+08,6.6e+08,6.7e+08,1e+09
"TG(47:4)",2.15e+08,1.91e+08,2.33e+08,2.31e+08,3.15e+08,4.53e+08,2.52e+08,2.74e+08,4e+08,3.66e+08,3.56e+08,3.11e+08,2.91e+08,3.49e+08,6.02e+08,2.62e+08,3.61e+08,2.01e+08,3.14e+08,2.99e+08,5.4e+08
"TG(47:5)",5.2e+07,3.6e+07,6.7e+07,4.6e+07,7e+07,1.18e+08,5.2e+07,4.5e+07,6e+07,5.6e+07,5.7e+07,7.9e+07,7.9e+07,6.2e+07,1.2e+08,6.7e+07,9.1e+07,5.8e+07,8e+07,6.8e+07,9e+07
"TG(48:0)",9.67e+08,8.041e+09,9.57e+08,8.38e+08,8.01e+08,4.934e+09,8.17e+08,4.469e+09,1.008e+09,5.217e+09,7.51e+08,2.602e+09,5.323e+09,6.17e+08,1.118e+09,7.31e+08,3.352e+09,3.5e+09,5.79e+08,3.035e+09,2.316e+09
"TG(48:1)",2.1e+10,2.2e+10,2.2e+10,1.9e+10,2.4e+10,2.4e+10,1.8e+10,2.6e+10,2.2e+10,2.1e+10,2.1e+10,2.2e+10,2.2e+10,2.6e+10,2.4e+10,1.9e+10,2.4e+10,1.9e+10,2e+10,1.9e+10,2.3e+10
"TG(48:2)",3.419e+10,2.724e+10,4.12e+10,4.092e+10,4.531e+10,5.231e+10,2.918e+10,4.83e+10,3.899e+10,4.134e+10,3.8086e+10,3.82e+10,4.322e+10,3.83e+10,3.828e+10,3.289e+10,4.427e+10,3.125e+10,3.316e+10,3.288e+10,4.084e+10
"TG(48:3)",2.8e+10,2.8e+10,4.1e+10,4e+10,4.1e+10,5.8e+10,3.7e+10,5.5e+10,3.9e+10,3.8e+10,3.9e+10,3.8e+10,3.9e+10,4.8e+10,4.9e+10,2.9e+10,5.3e+10,2.6e+10,2.6e+10,2.7e+10,3.2e+10
"TG(48:4)",1.338e+10,1.259e+10,3.1e+10,2.537e+10,3.092e+10,6.05e+10,2.671e+10,5.15e+10,3.198e+10,2.592e+10,2.591e+10,2.68e+10,2.891e+10,4.64e+10,5.34e+10,1.673e+10,4.72e+10,1.437e+10,1.247e+10,1.364e+10,2.169e+10
"TG(48:5)",1.443e+09,1.48e+09,2.53e+09,1.948e+09,2.29e+09,5.36e+09,1.782e+09,4.99e+09,2.187e+09,2.21e+09,2.09e+09,2.48e+09,2.27e+09,3.61e+09,4.66e+09,1.5e+09,5.76e+09,1.24e+09,1.35e+09,1.43e+09,1.77e+09
"TG(48:6)",2.5e+08,2.05e+08,1.99e+08,1.05e+08,1.42e+08,4.15e+08,1.63e+08,4.6e+08,1.66e+08,2.28e+08,2.34e+08,1.44e+08,1.53e+08,2.83e+08,3.4e+08,1.37e+08,3.92e+08,1.5e+08,1.46e+08,1.76e+08,1.74e+08
"TG(48:7)",1.7e+07,1.6e+07,2.7e+07,1.9e+07,3.3e+07,5.3e+07,1.8e+07,4.8e+07,2.1e+07,2e+07,2.1e+07,3.3e+07,3.2e+07,3.9e+07,4e+07,1.9e+07,4.6e+07,1.8e+07,2.2e+07,1.8e+07,2.8e+07
"TG(49:0)",8.7e+08,1.6e+09,1.1e+09,1e+09,6.5e+08,1.3e+09,1e+09,1e+09,1.3e+09,1.1e+09,8.9e+08,6.4e+08,1.2e+09,8e+08,9.5e+08,8.4e+08,8.3e+08,1.1e+09,7.2e+08,8e+08,6.3e+08
"TG(49:1)",3.63e+09,4.12e+09,4.31e+09,3.69e+09,4.18e+09,4.11e+09,3.25e+09,3.83e+09,4.48e+09,4.27e+09,4.27e+09,4.18e+09,4.29e+09,4.99e+09,4.6e+09,4.42e+09,5.4e+09,4.1e+09,4.189e+09,4.42e+09,4.53e+09
"TG(49:2)",6.456e+09,6.54e+09,7.256e+09,6.358e+09,8.253e+09,6.647e+09,6.061e+09,6.745e+09,7.258e+09,7.465e+09,7.254e+09,7.147e+09,7.648e+09,8.469e+09,8.546e+09,8.142e+09,9.444e+09,6.245e+09,7.844e+09,7.746e+09,8.448e+09
"TG(49:3)",2.95e+09,2.75e+09,3.362e+09,2.963e+09,3.06e+09,3.564e+09,2.965e+09,2.927e+09,3.263e+09,3.062e+09,3.26e+09,3.258e+09,3.556e+09,3.755e+09,3.954e+09,2.947e+09,4.05e+09,3.138e+09,3.039e+09,3.246e+09,3.851e+09
"TG(49:4)",1.741e+09,1.551e+09,1.775e+09,1.574e+09,2.381e+09,2.327e+09,1.904e+09,1.296e+09,2.187e+09,2.186e+09,2.277e+09,2.416e+09,2.09e+09,2.203e+09,2.813e+09,2.361e+09,2.287e+09,1.758e+09,2.558e+09,2.544e+09,3.115e+09
"TG(49:5)",1e+08,9.1e+07,1.4e+08,8.5e+07,1.5e+08,1.7e+08,1.3e+08,1.2e+08,1.7e+08,1.7e+08,1.6e+08,1.8e+08,1.7e+08,1.9e+08,2.6e+08,1.7e+08,1.9e+08,1.3e+08,1.8e+08,1.7e+08,2.8e+08
"TG(50:0)",4.443e+09,8.173e+09,4.752e+09,5.459e+09,2.857e+09,4.849e+09,4.464e+09,6.263e+09,5.666e+09,6.164e+09,3.449e+09,2.552e+09,5.264e+09,3.737e+09,3.567e+09,3.556e+09,4.262e+09,4.354e+09,2.254e+09,4.06e+09,2.652e+09
"TG(50:1)",3.025e+10,3.03e+10,3.031e+10,2.536e+10,3.128e+10,2.731e+10,2.525e+10,2.834e+10,2.931e+10,2.825e+10,2.829e+10,3.029e+10,2.83e+10,3.025e+10,3.127e+10,2.929e+10,2.932e+10,2.527e+10,2.931e+10,2.829e+10,3.028e+10
"TG(50:2)",5.304e+10,5.108e+10,6.642e+10,5.041e+10,5.581e+10,5.109e+10,4.839e+10,6.245e+10,6.73e+10,4.956e+10,5.277e+10,5.191e+10,6.233e+10,5.138e+10,6.602e+10,6.646e+10,5.31e+10,5.627e+10,4.911e+10,5.356e+10,5.115e+10
"TG(50:3)",5.8e+10,5.9e+10,6.1e+10,5.9e+10,5.9e+10,6.3e+10,5.7e+10,6.2e+10,6.5e+10,5.9e+10,5.8e+10,6.1e+10,6.1e+10,6.1e+10,6.2e+10,5.7e+10,6.5e+10,5.6e+10,5.8e+10,5.3e+10,6e+10
"TG(50:4)",31380237523,31078743608,40422683213,39223056572,5.9332e+10,6.3833e+10,38456215417,5.0842e+10,4.0845e+10,4.0142e+10,4.1522e+10,5.9046e+10,4.4394e+10,4.8878e+10,4.677e+10,3.4735e+10,4.4141e+10,3.4458e+10,3.1585e+10,3.5644e+10,3.5003e+10
"TG(50:5)",5990839259,5.751e+09,1.2193e+10,11209915248,9.958e+09,1.4322e+10,7839930330,1.3428e+10,9.883e+09,9.814e+09,8.564e+09,9.684e+09,1.0016e+10,1.2263e+10,1.3479e+10,8.922e+09,1.9312e+10,8.168e+09,1.1131e+10,9.117e+09,9.976e+09
"TG(50:6)",9.81e+08,7.9e+08,1.838e+09,1.542e+09,1.762e+09,3.19e+09,1.574e+09,3.32e+09,1.364e+09,1.724e+09,1.858e+09,1.727e+09,2.017e+09,2.109e+09,2.68e+09,1.52e+09,2.897e+09,1.615e+09,1.177e+09,1.645e+09,1.636e+09
"TG(50:7)",9.6e+07,1.01e+08,1.83e+08,9.2e+07,2.14e+08,2.36e+08,8.5e+07,2.57e+08,2.06e+08,3.13e+08,4.5e+08,2.16e+08,2.15e+08,3.49e+08,3.53e+08,1.6e+08,4.04e+08,1.6e+08,1.74e+08,1.86e+08,2.12e+08
"TG(50:8)",1.3e+07,1.2e+07,3e+07,2.6e+07,3e+07,5.7e+07,2.4e+07,6.5e+07,2.9e+07,3e+07,3e+07,3.2e+07,3e+07,4.1e+07,4.3e+07,5.8e+07,4.5e+07,2.1e+07,6.3e+07,1.4e+07,3.4e+07
"TG(51:0)",6.4e+08,1.3e+09,8.2e+08,8.4e+08,5.2e+08,9.2e+08,9.1e+08,8.6e+08,9.4e+08,8.6e+08,5.9e+08,4.7e+08,1.1e+09,6e+08,6.9e+08,5.9e+08,6.7e+08,8.7e+08,4.2e+08,5.5e+08,5e+08
"TG(51:1)",5.9e+09,6.3e+09,6.9e+09,6e+09,6.3e+09,6.3e+09,6.6e+09,6e+09,6.6e+09,6.1e+09,7e+09,6.5e+09,6.5e+09,6.7e+09,7.3e+09,8e+09,7.4e+09,6.5e+09,6.5e+09,6.1e+09,6.7e+09
"TG(51:2)",1.62e+10,1.218e+10,1.824e+10,1.23e+10,1.22e+10,1.722e+10,1.622e+10,1.621e+10,1.927e+10,1.32e+10,1.223e+10,1.724e+10,1.223e+10,1.322e+10,1.424e+10,1.922e+10,1.42e+10,1.817e+10,1.817e+10,1.818e+10,1.321e+10
"TG(51:3)",1.4059e+10,1.6056e+10,1.7044e+10,1.7049e+10,1.6046e+10,1.7032e+10,1.6063e+10,1.5042e+10,1.7027e+10,1.6018e+10,1.7031e+10,1.7023e+10,1.7048e+10,1.804e+10,1.8033e+10,1.8029e+10,2.0033e+10,1.804e+10,1.8048e+10,1.9041e+10,1.9025e+10
"TG(51:4)",8.9e+09,8.376e+09,1.1062e+10,9.168e+09,7.82e+09,9.56e+09,9.94e+09,8.58e+09,1.1058e+10,1.111e+10,8.11e+09,1.212e+10,1.114e+10,1.013e+10,9.578e+09,1.212e+10,1.215e+10,9.291e+09,1.2093e+10,1.211e+10,1.3099e+10
"TG(51:5)",1.4e+09,1.2e+09,1.3e+09,1.2e+09,1.6e+09,1.5e+09,1.5e+09,9.5e+08,1.7e+09,1.6e+09,1.5e+09,1.6e+09,1.6e+09,1.3e+09,1.8e+09,1.8e+09,1.7e+09,1.4e+09,2.1e+09,1.7e+09,2.2e+09
"TG(51:6)",7.65e+08,5.74e+08,8.63e+08,5.49e+08,9.13e+08,9.23e+08,8.42e+08,5.63e+08,9.07e+08,8.35e+08,7.15e+08,1.064e+09,1.086e+09,7.54e+08,1.026e+09,7.62e+08,1.002e+09,6.17e+08,1.207e+09,1.165e+09,1.286e+09
"TG(51:7)",9.9e+07,84733418,1.28e+08,9.4e+07,1.33e+08,1.4e+08,1.04e+08,1.01e+08,1.42e+08,1.26e+08,1.17e+08,1.74e+08,1.46e+08,1.64e+08,1.62e+08,1.23e+08,1.42e+08,8.2e+07,1.61e+08,1.57e+08,1.87e+08
"TG(52:0)",6.224e+09,6.74e+09,4.929e+09,5.032e+09,6.726e+09,4.926e+09,5.929e+09,6.728e+09,5.832e+09,5.532e+09,6.027e+09,6.026e+09,4.927e+09,6.518e+09,5.635e+09,5.229e+09,6.629e+09,5.232e+09,5.423e+09,5.825e+09,6.723e+09
"TG(52:1)",3.314e+10,3.519e+10,2.717e+10,2.517e+10,3.317e+10,2.415e+10,2.619e+10,3.516e+10,2.718e+10,2.817e+10,2.616e+10,3.117e+10,2.717e+10,3.312e+10,2.717e+10,2.718e+10,3.418e+10,3.317e+10,2.716e+10,3.319e+10,3.417e+10
"TG(52:2)",8.313e+10,8.137e+10,8.324e+10,8.037e+10,8.539e+10,8.028e+10,8.115e+10,8.423e+10,8.213e+10,8.217e+10,8.029e+10,8.523e+10,8.392e+10,8.29e+10,8.516e+10,8.303e+10,8.74e+10,8.413e+10,8.541e+10,8.5e+10,8.808e+10
"TG(52:3)",4.889e+10,7.8e+09,7.5e+08,1.3e+09,6.2e+08,6.5e+08,4.749e+10,9.7e+08,9.3e+08,5.5e+08,6.4e+08,5.1e+08,9.9e+08,6e+08,1.2e+09,7.1e+08,9.4e+09,9e+08,8.8e+08,1.6e+09,5.147e+10
"TG(52:4)",8.086e+10,7.911e+10,7.913e+10,7.849e+10,8.338e+10,7.3167e+10,7.948e+10,6.61e+09,8.02e+10,6.87e+09,7.596e+10,8.026e+10,7.996e+10,7.62e+09,7.28e+09,8.116e+10,7.54e+09,6.16e+10,7.977e+10,9.095e+10,8.2565e+10
"TG(52:5)",7.3548e+10,7.0967e+10,7.2892e+10,6.4914e+10,7.4906e+10,7.4784e+10,7.8901e+10,7.5719e+10,7.794e+10,6.61e+10,7.595e+10,7.696e+10,6.695e+10,7.991e+10,8.286e+10,6.696e+10,9.09e+10,9.705e+10,9.208e+10,7.603e+10,8.2e+10
"TG(52:6)",1.5959e+10,1.8268e+10,2.1341e+10,2.5283e+10,2.2284e+10,2.421e+10,1.9852e+10,2.373e+10,2.4782e+10,2.544e+10,2.4081e+10,2.6693e+10,2.1719e+10,2.6096e+10,2.829e+10,3.0331e+10,3.296e+10,2.7905e+10,2.6112e+10,2.7585e+10,2.8083e+10
"TG(52:7)",5.1e+08,5.6e+08,6.4e+08,7.9e+08,6.4e+08,2e+09,1.4e+09,1.4e+09,1e+09,1.2e+09,1.7e+09,1.3e+09,6.9e+08,1.3e+09,1.5e+09,1.1e+09,1.7e+09,8.4e+08,1.1e+09,1.2e+09,2.1e+09
"TG(52:8)",2.19e+08,3.63e+08,4.9e+08,3.8e+08,4.63e+08,8.51e+08,3.9e+08,7.91e+08,5.9e+08,5e+08,6e+08,5.2e+08,8e+08,6.3e+08,7.08e+08,4.83e+08,1.13e+09,4.56e+08,4.56e+08,5.5e+08,5.5e+08
"TG(52:9)",2.1e+08,1.6e+08,1.1e+08,1.6e+08,1.7e+08,1.5e+08,1.8e+08,8.8e+07,1.7e+08,1.8e+08,1.5e+08,1.9e+08,1.1e+08,1.6e+08,1.2e+08,1.7e+08,1.9e+08,1.4e+08,2.5e+08,1.6e+08,2.3e+08
"TG(53:0)",2.9e+08,6.1e+08,3.6e+08,3.7e+08,1.9e+08,3.2e+08,3.5e+08,3.2e+08,3.9e+08,3.4e+08,2.4e+08,1.9e+08,4.2e+08,2.1e+08,2.3e+08,2.5e+08,2.4e+08,3.2e+08,1.6e+08,2e+08,1.7e+08
"TG(53:1)",4.2e+09,5.2e+09,4.1e+09,4.7e+09,4.2e+09,4.2e+09,4.8e+09,5.2e+09,4.4e+09,4.1e+09,4.1e+09,4.6e+09,5.1e+09,4.6e+09,5.1e+09,4.1e+09,4.6e+09,4.9e+09,4e+09,4.4e+09,5.3e+09
"TG(53:2)",1.6e+10,1.7e+10,1.1e+10,1.7e+10,1.2e+10,1.7e+10,1.2e+10,1.6e+10,1.9e+10,1.1e+10,1.7e+10,1.2e+10,1.2e+10,1.7e+10,1.9e+10,1e+10,1.7e+10,1.8e+10,1.1e+10,1.7e+10,1.9e+10
"TG(53:3)",1.716e+10,1.916e+10,2.127e+10,1.929e+10,2.125e+10,2.026e+10,2.017e+10,2.222e+10,2.016e+10,2.015e+10,2.127e+10,2.012e+10,1.927e+10,1.923e+10,2.224e+10,2.226e+10,2.022e+10,2.225e+10,2.212e+10,2.514e+10,2.212e+10
"TG(53:4)",1.7427e+10,1.136e+10,2.0624e+10,1.1518e+10,1.0478e+10,2.0748e+10,2.154e+10,1.0705e+10,1.263e+10,1.261e+10,1.3487e+10,1.26e+10,1.256e+10,1.169e+10,2.377e+10,1.439e+10,1.2709e+10,1.237e+10,1.3417e+10,1.5413e+10,1.345e+10
"TG(53:5)",6.938e+09,6.837e+09,8.446e+09,8.441e+09,7.747e+09,8.256e+09,9.043e+09,7.241e+09,9.591e+09,9.044e+09,8.841e+09,8.641e+09,9.248e+09,8.148e+09,9.944e+09,1.1043e+10,9.948e+09,1.0046e+10,1.0042e+10,1.0045e+10,1.0041e+10
"TG(53:6)",1.003e+09,1.153e+09,1.134e+09,1.059e+09,1.113e+09,9.19e+08,1.181e+09,1097814798,1.518e+09,1.315e+09,1.656e+09,1.489e+09,1.404e+09,1.194e+09,1.427e+09,1.902e+09,1.298e+09,1.825e+09,2.057e+09,2.059e+09,1.85e+09
"TG(53:7)",2.37e+08,2.78e+08,2.7e+08,2.33e+08,2.6e+08,2.8e+08,2.43e+08,2.9e+08,5.6e+08,3.9e+08,3e+08,3.9e+08,3.1e+08,4.8e+08,5.2e+08,4.3e+08,4.9e+08,4.1e+08,4.2e+08,4.1e+08,5.4e+08
"TG(53:8)",2.39e+08,1.87e+08,1.5e+08,1.18e+08,1.95e+08,1.9e+08,1.43e+08,1.31e+08,1.82e+08,1.84e+08,1.63e+08,1.81e+08,1.79e+08,1.62e+08,2.24e+08,1.61e+08,2.02e+08,1.7e+08,1.93e+08,2.17e+08,3.03e+08
"TG(54:0)",6.7e+08,1.3e+09,7.9e+08,7.8e+08,4.3e+08,7.7e+08,9.3e+08,7.1e+08,7.4e+08,7.6e+08,5.2e+08,3.9e+08,8e+08,4.6e+08,4.8e+08,5.1e+08,4.4e+08,8.1e+08,2.9e+08,5.1e+08,3.3e+08
"TG(54:1)",1.3083e+10,1.61e+10,1.3086e+10,1.411e+10,1.41e+10,1.0083e+10,1.411e+10,1.409e+10,1.21e+10,1.1099e+10,1.1094e+10,1.3094e+10,1.1087e+10,1.1067e+10,1.211e+10,1.2096e+10,1.11e+10,1.31e+10,1.2079e+10,1.3094e+10,1.4096e+10
"TG(54:10)",1.6e+08,1.4e+08,1.4e+08,1.1e+08,1.6e+08,1.3e+08,1.7e+08,7.6e+07,1.5e+08,1.4e+08,1.5e+08,1.4e+08,1.5e+08,1.1e+08,1.5e+08,1.9e+08,1.2e+08,1.2e+08,1.6e+08,1.4e+08,1.7e+08
"TG(54:2)",5.321e+10,5.725e+10,5.421e+10,5.725e+10,5.619e+10,5.121e+10,5.828e+10,5.42e+10,5.623e+10,5.622e+10,5.421e+10,5.823e+10,5.718e+10,5.212e+10,5.424e+10,5.221e+10,5.421e+10,6.221e+10,5.419e+10,5.521e+10,5.822e+10
"TG(54:3)",7.056e+10,7.182e+10,7.011e+10,6.561e+10,7.099e+10,6.213e+10,8.701e+10,7.354e+10,7.686e+10,7.468e+10,6.01e+10,7.632e+10,7.687e+10,7.636e+10,4.383e+10,6.883e+10,7.319e+10,9.076e+10,7.488e+10,8.33e+10,7.568e+10
"TG(54:4)",6.913e+10,6.913e+10,9.214e+10,7.917e+10,6.716e+10,9.615e+10,7.322e+10,9.116e+10,6.813e+10,9.415e+10,6.216e+10,9.612e+10,6.311e+10,6.6097e+10,6.312e+10,9.511e+10,9.312e+10,1.2e+08,7.214e+10,6.512e+10,9.311e+10
"TG(54:5)",1.623e+10,1.523e+10,1.748e+10,1.637e+10,1.833e+10,1.748e+10,1.85e+10,1.841e+10,1.827e+10,1.729e+10,1.944e+10,1.746e+10,1.742e+10,1.934e+10,2.03e+10,1.835e+10,2.16e+10,1.658e+10,1.94e+10,1.677e+10,2.09e+10
"TG(54:6)",1.12031e+11,1.10347e+11,1.6982e+10,1.10403e+11,1.11111e+11,1.604e+10,1.8673e+10,1.1515e+11,1.7509e+10,1.8323e+10,1.8238e+10,1.17587e+11,8.8978e+10,1.768e+10,8.713e+10,1.86e+10,1.835e+10,1.9967e+10,2.0299e+10,2.0049e+10,2.0312e+10
"TG(54:7)",2.93e+10,2.46e+10,3.656e+10,3.432e+10,3.558e+10,4.042e+10,2.935e+10,2.818e+10,4.359e+10,4.142e+10,3.455e+10,3.333e+10,3.353e+10,3.326e+10,3.235e+10,3.559e+10,5.028e+10,3.027e+10,4.86e+10,4.933e+10,4.647e+10
"TG(54:8)",2.6e+09,2.86e+09,3.62e+09,2.98e+09,3.84e+09,3.61e+09,3.13e+09,3.7e+09,3.99e+09,4.15e+09,4.03e+09,4.11e+09,4.34e+09,4.64e+09,5.17e+09,4.56e+09,5.1e+09,3.98e+09,4.46e+09,4.38e+09,4.93e+09
"TG(54:9)",4.2e+08,4.4e+08,5.6e+08,4.5e+08,4.4e+08,5.1e+08,6.3e+08,3.2e+08,5.1e+08,6.4e+08,6.1e+08,6.7e+08,4.2e+08,3.4e+08,7e+08,7.1e+08,3.5e+08,6.4e+08,5.7e+08,4.6e+08,6.8e+08
"TG(55:0)",1.2e+08,2.8e+08,1.2e+08,1.6e+08,6.9e+07,1.2e+08,1.4e+08,1.4e+08,1.4e+08,1.4e+08,8e+07,7.8e+07,1.4e+08,1.6e+08,6.9e+07,8.1e+07,7.6e+07,1.3e+08,5.1e+07,6.3e+07,6e+07
"TG(55:1)",1.5e+09,1.7e+09,1.6e+09,1.6e+09,1.5e+09,1.6e+09,1.8e+09,1.5e+09,1.7e+09,1.7e+09,1.6e+09,1.5e+09,1.7e+09,1.2e+09,1.5e+09,1.6e+09,1.5e+09,1.8e+09,1.4e+09,1.3e+09,1.9e+09
